frame_id,timestamp_ms,sujeto_id,mano,velocidad_subjetiva,gesto,distancia_cm,velocidad_cm_s,aceleracion_cm_s2,tendencia,valido
341,175524,mgv1,derecha,lenta,acercar,215.07,-9.18,-360.4,bajando,1
342,175589,mgv1,derecha,lenta,acercar,215,-1.36,156.4,estable,1
343,175654,mgv1,derecha,lenta,acercar,215.03,0.68,40.81,estable,1
344,175719,mgv1,derecha,lenta,acercar,215.02,-0.34,-20.4,estable,1
345,175784,mgv1,derecha,lenta,acercar,215.02,0,6.8,estable,1
346,175849,mgv1,derecha,lenta,acercar,215.08,1.36,27.2,estable,1
347,175914,mgv1,derecha,lenta,acercar,215.07,-0.34,-34,estable,1
348,175979,mgv1,derecha,lenta,acercar,215.08,0.34,13.6,estable,1
349,176044,mgv1,derecha,lenta,acercar,215.46,7.48,142.8,subiendo,1
350,205264,mgv1,derecha,normal,acercar,57.26,0,0,estable,1
351,205321,mgv1,derecha,normal,acercar,67.73,209.44,4188.8,subiendo,1
352,205378,mgv1,derecha,normal,acercar,70.89,63.24,-2924,subiendo,1
353,205435,mgv1,derecha,normal,acercar,81.29,208.08,2896.8,subiendo,1
354,205492,mgv1,derecha,normal,acercar,88.59,145.86,-1244.4,subiendo,1
355,205550,mgv1,derecha,normal,acercar,215.25,2533.34,47749.6,subiendo,1
356,205615,mgv1,derecha,normal,acercar,214.88,-7.48,-50816.4,bajando,1
357,205680,mgv1,derecha,normal,acercar,206.02,-177.14,-3393.21,bajando,1
358,205745,mgv1,derecha,normal,acercar,214.88,177.14,7085.61,subiendo,1
359,205810,mgv1,derecha,normal,acercar,214.86,-0.34,-3549.6,estable,1
360,205875,mgv1,derecha,normal,acercar,214.86,0,6.8,estable,1
361,205940,mgv1,derecha,normal,acercar,206.87,-159.8,-3196,bajando,1
362,206005,mgv1,derecha,normal,acercar,206.84,-0.68,3182.4,estable,1
363,206070,mgv1,derecha,normal,acercar,214.86,160.48,3223.2,subiendo,1
364,206135,mgv1,derecha,normal,acercar,206.02,-176.8,-6745.61,bajando,1
365,206200,mgv1,derecha,normal,acercar,214.83,176.12,7058.4,subiendo,1
366,206265,mgv1,derecha,normal,acercar,214.79,-0.68,-3536,estable,1
367,206330,mgv1,derecha,normal,acercar,214.83,0.68,27.2,estable,1
368,206395,mgv1,derecha,normal,acercar,68.29,-2930.8,-58629.59,bajando,1
369,206452,mgv1,derecha,normal,acercar,60.18,-162.18,55372.4,bajando,1
370,206508,mgv1,derecha,normal,acercar,59.06,-22.44,2794.8,bajando,1
371,206564,mgv1,derecha,normal,acercar,56.83,-44.54,-442,bajando,1
372,206620,mgv1,derecha,normal,acercar,54.71,-42.5,40.8,bajando,1
373,206676,mgv1,derecha,normal,acercar,54.21,-9.86,652.8,bajando,1
374,206732,mgv1,derecha,normal,acercar,50.32,-77.86,-1360,bajando,1
375,206788,mgv1,derecha,normal,acercar,48.57,-35.02,856.8,bajando,1
376,206844,mgv1,derecha,normal,acercar,45.58,-59.84,-496.4,bajando,1
377,206899,mgv1,derecha,normal,acercar,204.65,3181.38,64824.4,subiendo,1
378,206964,mgv1,derecha,normal,acercar,37.6,-3340.84,-130444.39,bajando,1
379,207019,mgv1,derecha,normal,acercar,35.29,-46.24,65892,bajando,1
380,207074,mgv1,derecha,normal,acercar,31.16,-82.62,-727.6,bajando,1
381,207129,mgv1,derecha,normal,acercar,27.97,-63.92,374,bajando,1
382,207183,mgv1,derecha,normal,acercar,27.97,0,1278.4,estable,1
383,207237,mgv1,derecha,normal,acercar,22.49,-109.48,-2189.6,bajando,1
384,207291,mgv1,derecha,normal,acercar,19.36,-62.56,938.4,bajando,1
385,207345,mgv1,derecha,normal,acercar,15.86,-70.04,-149.6,bajando,1
386,207399,mgv1,derecha,normal,acercar,16.51,12.92,1659.2,subiendo,1
387,207453,mgv1,derecha,normal,acercar,12.84,-73.44,-1727.2,bajando,1
388,207506,mgv1,derecha,normal,acercar,11.14,-34,788.8,bajando,1
389,207559,mgv1,derecha,normal,acercar,9.45,-33.66,6.8,bajando,1
390,207612,mgv1,derecha,normal,acercar,8.76,-13.94,394.4,bajando,1
391,207665,mgv1,derecha,normal,acercar,6.48,-45.56,-632.4,bajando,1
392,207718,mgv1,derecha,normal,acercar,6.8,6.46,1040.4,subiendo,1
393,207771,mgv1,derecha,normal,acercar,6.8,0,-129.2,estable,1
394,207824,mgv1,derecha,normal,acercar,6.48,-6.46,-129.2,bajando,1
395,207877,mgv1,derecha,normal,acercar,8.41,38.76,904.4,subiendo,1
396,207930,mgv1,derecha,normal,acercar,8.41,0,-775.2,estable,1
397,207983,mgv1,derecha,normal,acercar,16.18,155.38,3107.6,subiendo,1
398,208037,mgv1,derecha,normal,acercar,13.16,-60.52,-4318,bajando,1
399,208090,mgv1,derecha,normal,acercar,215.24,4041.58,82041.99,subiendo,1
400,214421,mgv1,derecha,normal,acercar,215.24,0,0,estable,1
401,214487,mgv1,derecha,normal,acercar,215.24,0,0,estable,1
402,214552,mgv1,derecha,normal,acercar,215.24,0,0,estable,1
403,214617,mgv1,derecha,normal,acercar,214.81,-8.5,-170,bajando,1
404,214682,mgv1,derecha,normal,acercar,214.81,0,170,estable,1
405,214747,mgv1,derecha,normal,acercar,206.01,-176.12,-3522.4,bajando,1
406,214812,mgv1,derecha,normal,acercar,205.55,-9.18,3338.8,bajando,1
407,214877,mgv1,derecha,normal,acercar,204.75,-15.98,-136,bajando,1
408,214942,mgv1,derecha,normal,acercar,204.29,-9.18,136,bajando,1
409,215007,mgv1,derecha,normal,acercar,203.85,-8.84,6.8,bajando,1
410,215072,mgv1,derecha,normal,acercar,204.73,17.68,530.4,subiendo,1
411,215137,mgv1,derecha,normal,acercar,214.79,201.28,3672,subiendo,1
412,215202,mgv1,derecha,normal,acercar,206.01,-175.78,-7541.2,bajando,1
413,215267,mgv1,derecha,normal,acercar,205.17,-16.66,3182.4,bajando,1
414,215332,mgv1,derecha,normal,acercar,204.78,-7.82,176.79,bajando,1
415,215397,mgv1,derecha,normal,acercar,69.34,-2708.78,-54019.2,bajando,1
416,215454,mgv1,derecha,normal,acercar,205.14,2715.92,108494,subiendo,1
417,215519,mgv1,derecha,normal,acercar,60.64,-2890,-112118.4,bajando,1
418,215575,mgv1,derecha,normal,acercar,56.87,-75.48,56290.4,bajando,1
419,215631,mgv1,derecha,normal,acercar,54.06,-56.1,387.6,bajando,1
420,215687,mgv1,derecha,normal,acercar,50.32,-74.8,-374,bajando,1
421,215743,mgv1,derecha,normal,acercar,51.36,20.74,1910.8,subiendo,1
422,215799,mgv1,derecha,normal,acercar,-1,0,-414.8,estable,0
423,215879,mgv1,derecha,normal,acercar,36.69,-293.42,-5868.4,bajando,1
424,215934,mgv1,derecha,normal,acercar,33.73,-59.16,4685.2,bajando,1
425,215989,mgv1,derecha,normal,acercar,31.16,-51.34,156.4,bajando,1
426,216044,mgv1,derecha,normal,acercar,29.09,-41.48,197.2,bajando,1
427,216098,mgv1,derecha,normal,acercar,26.83,-45.22,-74.8,bajando,1
428,216152,mgv1,derecha,normal,acercar,24.8,-40.46,95.2,bajando,1
429,216206,mgv1,derecha,normal,acercar,-1,0,809.2,estable,0
430,216286,mgv1,derecha,normal,acercar,21.9,-58.14,-1162.8,bajando,1
431,216340,mgv1,derecha,normal,acercar,19.35,-51,142.8,bajando,1
432,216394,mgv1,derecha,normal,acercar,18.41,-18.7,646,bajando,1
433,216448,mgv1,derecha,normal,acercar,16.51,-38.08,-387.6,bajando,1
434,216502,mgv1,derecha,normal,acercar,16.51,0,761.6,estable,1
435,216556,mgv1,derecha,normal,acercar,15.86,-12.92,-258.4,bajando,1
436,216610,mgv1,derecha,normal,acercar,14.19,-33.32,-408,bajando,1
437,216664,mgv1,derecha,normal,acercar,13.52,-13.6,394.4,bajando,1
438,216718,mgv1,derecha,normal,acercar,14.53,20.4,680,subiendo,1
439,216772,mgv1,derecha,normal,acercar,12.84,-34,-1088,bajando,1
440,216825,mgv1,derecha,normal,acercar,13.84,20.06,1081.2,subiendo,1
441,216879,mgv1,derecha,normal,acercar,11.14,-54.06,-1482.4,bajando,1
442,216932,mgv1,derecha,normal,acercar,9.79,-26.86,544,bajando,1
443,216985,mgv1,derecha,normal,acercar,8.77,-20.4,129.2,bajando,1
444,217038,mgv1,derecha,normal,acercar,11.48,54.06,1489.2,subiendo,1
445,217091,mgv1,derecha,normal,acercar,9.79,-33.66,-1754.4,bajando,1
446,217144,mgv1,derecha,normal,acercar,10.47,13.6,945.2,subiendo,1
447,217197,mgv1,derecha,normal,acercar,215.7,4104.48,81817.59,subiendo,1
448,217262,mgv1,derecha,normal,acercar,11.14,-4091.22,-163914,bajando,1
449,217315,mgv1,derecha,normal,acercar,10.8,-6.8,81688.41,bajando,1
450,218583,mgv1,derecha,normal,acercar,204.76,0,0,estable,1
451,218647,mgv1,derecha,normal,acercar,204.76,0,0,estable,1
452,218712,mgv1,derecha,normal,acercar,204.76,0,0,estable,1
453,218777,mgv1,derecha,normal,acercar,214.9,202.64,4052.8,subiendo,1
454,218842,mgv1,derecha,normal,acercar,214.9,0,-4052.8,estable,1
455,218907,mgv1,derecha,normal,acercar,204.76,-202.64,-4052.8,bajando,1
456,218972,mgv1,derecha,normal,acercar,205.19,8.5,4222.8,subiendo,1
457,219037,mgv1,derecha,normal,acercar,205.24,1.02,-149.6,estable,1
458,219102,mgv1,derecha,normal,acercar,206.09,17,319.6,subiendo,1
459,219167,mgv1,derecha,normal,acercar,205.65,-8.84,-516.8,bajando,1
460,219232,mgv1,derecha,normal,acercar,204.32,-26.52,-353.6,bajando,1
461,219297,mgv1,derecha,normal,acercar,215.78,229.16,5113.6,subiendo,1
462,219362,mgv1,derecha,normal,acercar,205.21,-211.48,-8812.8,bajando,1
463,219427,mgv1,derecha,normal,acercar,-1,0,4229.6,estable,0
464,219507,mgv1,derecha,normal,acercar,77.5,-2554.08,-51081.6,bajando,1
465,219564,mgv1,derecha,normal,acercar,72.1,-108.12,48919.2,bajando,1
466,219621,mgv1,derecha,normal,acercar,-1,0,2162.4,estable,0
467,219701,mgv1,derecha,normal,acercar,62.87,-184.62,-3692.4,bajando,1
468,219757,mgv1,derecha,normal,acercar,60.78,-41.82,2856,bajando,1
469,219813,mgv1,derecha,normal,acercar,57.68,-61.88,-401.2,bajando,1
470,219869,mgv1,derecha,normal,acercar,57.14,-10.88,1020,bajando,1
471,219925,mgv1,derecha,normal,acercar,57.27,2.72,272,subiendo,1
472,219981,mgv1,derecha,normal,acercar,55.98,-25.84,-571.2,bajando,1
473,220037,mgv1,derecha,normal,acercar,-1,0,516.8,estable,0
474,220117,mgv1,derecha,normal,acercar,55.85,-2.72,-54.4,bajando,1
475,220173,mgv1,derecha,normal,acercar,-1,0,54.4,estable,0
476,220253,mgv1,derecha,normal,acercar,41.24,-292.06,-5841.2,bajando,1
477,220308,mgv1,derecha,normal,acercar,42.58,26.86,6378.4,subiendo,1
478,220363,mgv1,derecha,normal,acercar,35.75,-136.68,-3270.8,bajando,1
479,220418,mgv1,derecha,normal,acercar,34,-35.02,2033.2,bajando,1
480,220473,mgv1,derecha,normal,acercar,32.71,-25.84,183.6,bajando,1
481,220528,mgv1,derecha,normal,acercar,30.12,-51.68,-516.8,bajando,1
482,220582,mgv1,derecha,normal,acercar,29.6,-10.54,822.8,bajando,1
483,220636,mgv1,derecha,normal,acercar,28.83,-15.3,-95.2,bajando,1
484,220690,mgv1,derecha,normal,acercar,25.96,-57.46,-843.2,bajando,1
485,220744,mgv1,derecha,normal,acercar,-1,0,1149.2,estable,0
486,220824,mgv1,derecha,normal,acercar,18.73,-144.5,-2890,bajando,1
487,220878,mgv1,derecha,normal,acercar,17.44,-25.84,2373.2,bajando,1
488,220932,mgv1,derecha,normal,acercar,16.18,-25.16,13.6,bajando,1
489,220986,mgv1,derecha,normal,acercar,15.56,-12.58,251.6,bajando,1
490,221040,mgv1,derecha,normal,acercar,13.5,-41.14,-571.2,bajando,1
491,221094,mgv1,derecha,normal,acercar,16.18,53.72,1897.2,subiendo,1
492,221148,mgv1,derecha,normal,acercar,13.85,-46.58,-2006,bajando,1
493,221202,mgv1,derecha,normal,acercar,11.48,-47.6,-20.4,bajando,1
494,221255,mgv1,derecha,normal,acercar,10.47,-20.06,550.8,bajando,1
495,221308,mgv1,derecha,normal,acercar,10.8,6.46,530.4,subiendo,1
496,221361,mgv1,derecha,normal,acercar,9.44,-27.2,-673.2,bajando,1
497,221414,mgv1,derecha,normal,acercar,-1,0,544,estable,0
498,221494,mgv1,derecha,normal,acercar,-1,0,0,estable,0
499,221574,mgv1,derecha,normal,acercar,-1,0,0,estable,0
500,223465,mgv1,derecha,normal,acercar,214.95,0,0,estable,1
501,223530,mgv1,derecha,normal,acercar,214.95,0,0,estable,1
502,223595,mgv1,derecha,normal,acercar,214.95,0,0,estable,1
503,223660,mgv1,derecha,normal,acercar,214.93,-0.34,-6.8,estable,1
504,223725,mgv1,derecha,normal,acercar,214.95,0.34,13.6,estable,1
505,223790,mgv1,derecha,normal,acercar,215.02,1.36,20.4,estable,1
506,223855,mgv1,derecha,normal,acercar,214.56,-9.18,-210.8,bajando,1
507,223920,mgv1,derecha,normal,acercar,205.29,-185.3,-3522.4,bajando,1
508,223985,mgv1,derecha,normal,acercar,204.44,-17,3366,bajando,1
509,224050,mgv1,derecha,normal,acercar,205.31,17.34,686.8,subiendo,1
510,224115,mgv1,derecha,normal,acercar,214.56,184.96,3352.4,subiendo,1
511,224180,mgv1,derecha,normal,acercar,214.59,0.68,-3685.6,estable,1
512,224245,mgv1,derecha,normal,acercar,205.72,-177.48,-3563.2,bajando,1
513,224310,mgv1,derecha,normal,acercar,75.02,-2613.92,-48728.79,bajando,1
514,224367,mgv1,derecha,normal,acercar,70.4,-92.48,50428.79,bajando,1
515,224424,mgv1,derecha,normal,acercar,68.46,-38.76,1074.4,bajando,1
516,224481,mgv1,derecha,normal,acercar,65.79,-53.38,-292.4,bajando,1
517,224538,mgv1,derecha,normal,acercar,63,-55.76,-47.6,bajando,1
518,224594,mgv1,derecha,normal,acercar,62.87,-2.72,1060.8,bajando,1
519,224650,mgv1,derecha,normal,acercar,61.32,-30.94,-564.4,bajando,1
520,224706,mgv1,derecha,normal,acercar,55.56,-115.26,-1686.4,bajando,1
521,224762,mgv1,derecha,normal,acercar,54.04,-30.26,1700,bajando,1
522,224818,mgv1,derecha,normal,acercar,49.98,-81.26,-1020,bajando,1
523,224874,mgv1,derecha,normal,acercar,49.3,-13.6,1353.2,bajando,1
524,224930,mgv1,derecha,normal,acercar,204.83,3110.66,62485.2,subiendo,1
525,224995,mgv1,derecha,normal,acercar,-1,0,-62213.2,estable,0
526,225075,mgv1,derecha,normal,acercar,37.15,-3353.76,-67075.2,bajando,1
527,225130,mgv1,derecha,normal,acercar,36.01,-22.78,66619.59,bajando,1
528,225185,mgv1,derecha,normal,acercar,31.42,-91.8,-1380.4,bajando,1
529,225240,mgv1,derecha,normal,acercar,29.09,-46.58,904.4,bajando,1
530,225294,mgv1,derecha,normal,acercar,28.83,-5.1,829.6,bajando,1
531,225348,mgv1,derecha,normal,acercar,27.4,-28.56,-469.2,bajando,1
532,225402,mgv1,derecha,normal,acercar,23.66,-74.8,-924.8,bajando,1
533,225456,mgv1,derecha,normal,acercar,21.91,-35.02,795.6,bajando,1
534,225510,mgv1,derecha,normal,acercar,20.64,-25.5,190.4,bajando,1
535,225564,mgv1,derecha,normal,acercar,19.99,-12.92,251.6,bajando,1
536,225618,mgv1,derecha,normal,acercar,17.14,-57.12,-884,bajando,1
537,225672,mgv1,derecha,normal,acercar,16.18,-19.04,761.6,bajando,1
538,225726,mgv1,derecha,normal,acercar,15.2,-19.72,-13.6,bajando,1
539,225780,mgv1,derecha,normal,acercar,14.86,-6.8,258.4,bajando,1
540,225834,mgv1,derecha,normal,acercar,12.49,-47.26,-809.2,bajando,1
541,225887,mgv1,derecha,normal,acercar,11.48,-20.4,537.2,bajando,1
542,225940,mgv1,derecha,normal,acercar,11.48,0,408,estable,1
543,225993,mgv1,derecha,normal,acercar,10.11,-27.2,-544,bajando,1
544,226046,mgv1,derecha,normal,acercar,9.1,-20.4,136,bajando,1
545,226099,mgv1,derecha,normal,acercar,9.1,0,408,estable,1
546,226152,mgv1,derecha,normal,acercar,7.77,-26.52,-530.4,bajando,1
547,226205,mgv1,derecha,normal,acercar,9.1,26.52,1060.8,subiendo,1
548,226258,mgv1,derecha,normal,acercar,7.45,-32.98,-1190,bajando,1
549,226311,mgv1,derecha,normal,acercar,8.77,26.52,1190,subiendo,1
550,227607,mgv1,derecha,normal,acercar,214.95,0,0,estable,1
551,227673,mgv1,derecha,normal,acercar,204.83,-202.3,-4046,bajando,1
552,227738,mgv1,derecha,normal,acercar,214.91,201.62,8078.41,subiendo,1
553,227803,mgv1,derecha,normal,acercar,214.98,1.36,-4005.21,estable,1
554,227868,mgv1,derecha,normal,acercar,205.29,-193.8,-3903.19,bajando,1
555,227933,mgv1,derecha,normal,acercar,204.39,-18.02,3515.59,bajando,1
556,227998,mgv1,derecha,normal,acercar,214.98,211.82,4596.8,subiendo,1
557,228063,mgv1,derecha,normal,acercar,204.83,-202.98,-8296,bajando,1
558,228128,mgv1,derecha,normal,acercar,215.34,210.12,8262.01,subiendo,1
559,228193,mgv1,derecha,normal,acercar,215.37,0.68,-4188.81,estable,1
560,228258,mgv1,derecha,normal,acercar,204.83,-210.8,-4229.6,bajando,1
561,228323,mgv1,derecha,normal,acercar,216.29,229.16,8799.21,subiendo,1
562,228388,mgv1,derecha,normal,acercar,-1,0,-4583.2,estable,0
563,228468,mgv1,derecha,normal,acercar,72.13,-2883.2,-57664,bajando,1
564,228525,mgv1,derecha,normal,acercar,65.21,-138.38,54896.41,bajando,1
565,228582,mgv1,derecha,normal,acercar,63.82,-27.88,2210,bajando,1
566,228638,mgv1,derecha,normal,acercar,61.57,-44.88,-340,bajando,1
567,228694,mgv1,derecha,normal,acercar,59.06,-50.32,-108.8,bajando,1
568,228750,mgv1,derecha,normal,acercar,57.24,-36.38,278.8,bajando,1
569,228806,mgv1,derecha,normal,acercar,55.98,-25.16,224.4,bajando,1
570,228862,mgv1,derecha,normal,acercar,52,-79.56,-1088,bajando,1
571,228918,mgv1,derecha,normal,acercar,49.62,-47.6,639.2,bajando,1
572,228974,mgv1,derecha,normal,acercar,55.88,125.12,3454.4,subiendo,1
573,229030,mgv1,derecha,normal,acercar,-1,0,-2502.4,estable,0
574,229110,mgv1,derecha,normal,acercar,-1,0,0,estable,0
575,229190,mgv1,derecha,normal,acercar,35.77,-402.22,-8044.4,bajando,1
576,229245,mgv1,derecha,normal,acercar,33.74,-40.46,7235.2,bajando,1
577,229300,mgv1,derecha,normal,acercar,32.2,-30.94,190.4,bajando,1
578,229355,mgv1,derecha,normal,acercar,32.47,5.44,727.6,subiendo,1
579,229410,mgv1,derecha,normal,acercar,29.09,-67.66,-1462,bajando,1
580,229464,mgv1,derecha,normal,acercar,26.84,-44.88,455.6,bajando,1
581,229518,mgv1,derecha,normal,acercar,29.36,50.32,1904,subiendo,1
582,229572,mgv1,derecha,normal,acercar,22.8,-131.24,-3631.2,bajando,1
583,229626,mgv1,derecha,normal,acercar,21.91,-17.68,2271.2,bajando,1
584,229680,mgv1,derecha,normal,acercar,19.04,-57.46,-795.6,bajando,1
585,229734,mgv1,derecha,normal,acercar,17.14,-38.08,387.6,bajando,1
586,229788,mgv1,derecha,normal,acercar,16.18,-19.04,380.8,bajando,1
587,229842,mgv1,derecha,normal,acercar,15.86,-6.46,251.6,bajando,1
588,229896,mgv1,derecha,normal,acercar,15.2,-13.26,-136,bajando,1
589,229950,mgv1,derecha,normal,acercar,14.53,-13.26,0,bajando,1
590,230004,mgv1,derecha,normal,acercar,13.84,-13.94,-13.6,bajando,1
591,230058,mgv1,derecha,normal,acercar,16.18,46.92,1217.2,subiendo,1
592,230112,mgv1,derecha,normal,acercar,11.14,-100.98,-2958,bajando,1
593,230165,mgv1,derecha,normal,acercar,10.47,-13.26,1754.4,bajando,1
594,230218,mgv1,derecha,normal,acercar,9.45,-20.4,-142.8,bajando,1
595,230271,mgv1,derecha,normal,acercar,9.1,-7.14,265.2,bajando,1
596,230324,mgv1,derecha,normal,acercar,10.47,27.54,693.6,subiendo,1
597,230377,mgv1,derecha,normal,acercar,9.11,-27.2,-1094.8,bajando,1
598,230430,mgv1,derecha,normal,acercar,8.77,-6.8,408,bajando,1
599,230483,mgv1,derecha,normal,acercar,9.79,20.4,544,subiendo,1
600,231905,mgv1,derecha,normal,acercar,204.87,0,0,estable,1
601,231970,mgv1,derecha,normal,acercar,205.31,8.84,176.8,subiendo,1
602,232035,mgv1,derecha,normal,acercar,204.87,-8.84,-353.6,bajando,1
603,232100,mgv1,derecha,normal,acercar,204.02,-17,-163.2,bajando,1
604,232165,mgv1,derecha,normal,acercar,204.44,8.5,510,subiendo,1
605,232230,mgv1,derecha,normal,acercar,204.05,-7.82,-326.4,bajando,1
606,232295,mgv1,derecha,normal,acercar,204.93,17.68,510,subiendo,1
607,232360,mgv1,derecha,normal,acercar,204.92,-0.34,-360.4,estable,1
608,232425,mgv1,derecha,normal,acercar,204.46,-9.18,-176.8,bajando,1
609,232490,mgv1,derecha,normal,acercar,204.49,0.68,197.2,estable,1
610,232555,mgv1,derecha,normal,acercar,205.31,16.32,312.81,subiendo,1
611,232620,mgv1,derecha,normal,acercar,215,193.8,3549.59,subiendo,1
612,232685,mgv1,derecha,normal,acercar,204.46,-210.8,-8091.99,bajando,1
613,232750,mgv1,derecha,normal,acercar,204.9,8.84,4392.8,subiendo,1
614,232815,mgv1,derecha,normal,acercar,69.21,-2713.88,-54454.4,bajando,1
615,232872,mgv1,derecha,normal,acercar,63.67,-110.84,52060.8,bajando,1
616,232928,mgv1,derecha,normal,acercar,61.86,-36.04,1496,bajando,1
617,232984,mgv1,derecha,normal,acercar,59.35,-50.32,-285.6,bajando,1
618,233040,mgv1,derecha,normal,acercar,56,-66.98,-333.2,bajando,1
619,233096,mgv1,derecha,normal,acercar,53.19,-56.1,217.6,bajando,1
620,233152,mgv1,derecha,normal,acercar,51.49,-34,442,bajando,1
621,233208,mgv1,derecha,normal,acercar,47.36,-82.62,-972.4,bajando,1
622,233264,mgv1,derecha,normal,acercar,43.57,-75.82,136,bajando,1
623,233319,mgv1,derecha,normal,acercar,40.82,-55.08,414.8,bajando,1
624,233374,mgv1,derecha,normal,acercar,37.83,-59.84,-95.2,bajando,1
625,233429,mgv1,derecha,normal,acercar,37.15,-13.6,924.8,bajando,1
626,233484,mgv1,derecha,normal,acercar,34.26,-57.8,-884,bajando,1
627,233539,mgv1,derecha,normal,acercar,-1,0,1156,estable,0
628,233619,mgv1,derecha,normal,acercar,-1,0,0,estable,0
629,233699,mgv1,derecha,normal,acercar,23.95,-206.04,-4120.8,bajando,1
630,233753,mgv1,derecha,normal,acercar,22.51,-28.9,3542.8,bajando,1
631,233807,mgv1,derecha,normal,acercar,19.69,-56.44,-550.8,bajando,1
632,233861,mgv1,derecha,normal,acercar,19.04,-12.92,870.4,bajando,1
633,233915,mgv1,derecha,normal,acercar,16.18,-57.12,-884,bajando,1
634,233969,mgv1,derecha,normal,acercar,15.56,-12.58,890.8,bajando,1
635,234023,mgv1,derecha,normal,acercar,16.83,25.5,761.6,subiendo,1
636,234077,mgv1,derecha,normal,acercar,15.56,-25.5,-1020,bajando,1
637,234131,mgv1,derecha,normal,acercar,15.86,6.12,632.4,subiendo,1
638,234185,mgv1,derecha,normal,acercar,11.81,-80.92,-1740.8,bajando,1
639,234238,mgv1,derecha,normal,acercar,13.18,27.2,2162.4,subiendo,1
640,234291,mgv1,derecha,normal,acercar,9.1,-81.6,-2176,bajando,1
641,234344,mgv1,derecha,normal,acercar,8.77,-6.46,1502.8,bajando,1
642,234397,mgv1,derecha,normal,acercar,8.41,-7.14,-13.6,bajando,1
643,234450,mgv1,derecha,normal,acercar,8.41,0,142.8,estable,1
644,234503,mgv1,derecha,normal,acercar,9.45,20.74,414.8,subiendo,1
645,234556,mgv1,derecha,normal,acercar,9.79,6.8,-278.8,subiendo,1
646,234609,mgv1,derecha,normal,acercar,10.11,6.46,-6.8,subiendo,1
647,234662,mgv1,derecha,normal,acercar,8.77,-26.86,-666.4,bajando,1
648,234715,mgv1,derecha,normal,acercar,8.77,0,537.2,estable,1
649,234768,mgv1,derecha,normal,acercar,7.77,-20.06,-401.2,bajando,1
650,236091,mgv1,derecha,normal,acercar,204.53,0,0,estable,1
651,236156,mgv1,derecha,normal,acercar,204.53,0,0,estable,1
652,236221,mgv1,derecha,normal,acercar,82.14,-2447.66,-48953.2,bajando,1
653,236279,mgv1,derecha,normal,acercar,205.77,2472.48,98402.8,subiendo,1
654,236344,mgv1,derecha,normal,acercar,205.36,-8.16,-49612.81,bajando,1
655,236409,mgv1,derecha,normal,acercar,214.64,185.64,3876,subiendo,1
656,236474,mgv1,derecha,normal,acercar,205.79,-177.14,-7255.6,bajando,1
657,236539,mgv1,derecha,normal,acercar,204.51,-25.5,3032.79,bajando,1
658,236604,mgv1,derecha,normal,acercar,204.92,8.16,673.21,subiendo,1
659,236669,mgv1,derecha,normal,acercar,205.38,9.18,20.4,subiendo,1
660,236734,mgv1,derecha,normal,acercar,204.95,-8.5,-353.6,bajando,1
661,236799,mgv1,derecha,normal,acercar,205.79,16.66,503.2,subiendo,1
662,236864,mgv1,derecha,normal,acercar,215.03,184.96,3366,subiendo,1
