frame_id,timestamp_ms,sujeto_id,mano,velocidad_subjetiva,gesto,distancia_cm,velocidad_cm_s,aceleracion_cm_s2,tendencia,valido
726,241593,mgv1,derecha,rapida,acercar,29.6,-31.28,510,bajando,1
727,241647,mgv1,derecha,rapida,acercar,28.25,-26.86,88.4,bajando,1
728,241701,mgv1,derecha,rapida,acercar,22.2,-121.04,-1883.6,bajando,1
729,241755,mgv1,derecha,rapida,acercar,21.57,-12.58,2169.2,bajando,1
730,241809,mgv1,derecha,rapida,acercar,18.73,-56.78,-884,bajando,1
731,241863,mgv1,derecha,rapida,acercar,16.83,-38.08,374,bajando,1
732,241917,mgv1,derecha,rapida,acercar,16.81,-0.34,754.8,estable,1
733,241971,mgv1,derecha,rapida,acercar,16.83,0.34,13.6,estable,1
734,242025,mgv1,derecha,rapida,acercar,15.2,-32.64,-659.6,bajando,1
735,242079,mgv1,derecha,rapida,acercar,14.19,-20.06,251.6,bajando,1
736,242133,mgv1,derecha,rapida,acercar,12.49,-34,-278.8,bajando,1
737,242186,mgv1,derecha,rapida,acercar,10.47,-40.46,-129.2,bajando,1
738,242239,mgv1,derecha,rapida,acercar,8.41,-41.14,-13.6,bajando,1
739,242292,mgv1,derecha,rapida,acercar,8.41,0,822.8,estable,1
740,242345,mgv1,derecha,rapida,acercar,8.09,-6.46,-129.2,bajando,1
741,242398,mgv1,derecha,rapida,acercar,9.1,20.06,530.4,subiendo,1
742,242451,mgv1,derecha,rapida,acercar,7.77,-26.52,-931.6,bajando,1
743,242504,mgv1,derecha,rapida,acercar,8.09,6.46,659.6,subiendo,1
744,242557,mgv1,derecha,rapida,acercar,8.09,0,-129.2,estable,1
745,242610,mgv1,derecha,rapida,acercar,7.45,-12.92,-258.4,bajando,1
746,242663,mgv1,derecha,rapida,acercar,6.48,-19.38,-129.2,bajando,1
747,242716,mgv1,derecha,rapida,acercar,8.09,32.3,1033.6,subiendo,1
748,242769,mgv1,derecha,rapida,acercar,10.45,47.26,299.2,subiendo,1
749,242822,mgv1,derecha,rapida,acercar,204.9,3888.92,76833.2,subiendo,1
750,244147,mgv1,derecha,rapida,acercar,204.51,0,0,estable,1
751,244212,mgv1,derecha,rapida,acercar,204.48,-0.68,-13.6,estable,1
752,244277,mgv1,derecha,rapida,acercar,204.49,0.34,20.4,estable,1
753,244342,mgv1,derecha,rapida,acercar,204.49,0,-6.8,estable,1
754,244407,mgv1,derecha,rapida,acercar,204.46,-0.68,-13.6,estable,1
755,244472,mgv1,derecha,rapida,acercar,204.07,-7.82,-142.8,bajando,1
756,244537,mgv1,derecha,rapida,acercar,204.05,-0.34,149.6,estable,1
757,244602,mgv1,derecha,rapida,acercar,204.07,0.34,13.6,estable,1
758,244667,mgv1,derecha,rapida,acercar,204.46,7.82,149.6,subiendo,1
759,244732,mgv1,derecha,rapida,acercar,204.03,-8.5,-326.4,bajando,1
760,244797,mgv1,derecha,rapida,acercar,76.11,-2558.5,-51000,bajando,1
761,244854,mgv1,derecha,rapida,acercar,72.45,-73.1,49708,bajando,1
762,244911,mgv1,derecha,rapida,acercar,69.79,-53.38,394.4,bajando,1
763,244968,mgv1,derecha,rapida,acercar,63.7,-121.72,-1366.8,bajando,1
764,245024,mgv1,derecha,rapida,acercar,62.58,-22.44,1985.6,bajando,1
765,245080,mgv1,derecha,rapida,acercar,60.08,-49.98,-550.8,bajando,1
766,245136,mgv1,derecha,rapida,acercar,58.41,-33.32,333.2,bajando,1
767,245192,mgv1,derecha,rapida,acercar,56.73,-33.66,-6.8,bajando,1
768,245248,mgv1,derecha,rapida,acercar,55.88,-17,333.2,bajando,1
769,245304,mgv1,derecha,rapida,acercar,204.9,2980.44,59948.8,subiendo,1
770,245369,mgv1,derecha,rapida,acercar,53.23,-3033.48,-120278.4,bajando,1
771,245425,mgv1,derecha,rapida,acercar,50.83,-47.94,59710.8,bajando,1
772,245481,mgv1,derecha,rapida,acercar,52.87,40.8,1774.8,subiendo,1
773,245537,mgv1,derecha,rapida,acercar,48.98,-77.86,-2373.2,bajando,1
774,245593,mgv1,derecha,rapida,acercar,46.78,-43.86,680,bajando,1
775,245648,mgv1,derecha,rapida,acercar,43.59,-63.92,-401.2,bajando,1
776,245703,mgv1,derecha,rapida,acercar,41.97,-32.3,632.4,bajando,1
777,245758,mgv1,derecha,rapida,acercar,40.6,-27.54,95.2,bajando,1
778,245813,mgv1,derecha,rapida,acercar,37.16,-68.68,-822.8,bajando,1
779,245868,mgv1,derecha,rapida,acercar,35.78,-27.54,822.8,bajando,1
780,245923,mgv1,derecha,rapida,acercar,35.78,0,550.8,estable,1
781,245978,mgv1,derecha,rapida,acercar,33.24,-51,-1020,bajando,1
782,246033,mgv1,derecha,rapida,acercar,29.36,-77.52,-530.4,bajando,1
783,246087,mgv1,derecha,rapida,acercar,29.36,0,1550.4,estable,1
784,246141,mgv1,derecha,rapida,acercar,28.85,-10.2,-204,bajando,1
785,246195,mgv1,derecha,rapida,acercar,44.59,314.84,6500.8,subiendo,1
786,246250,mgv1,derecha,rapida,acercar,23.09,-430.1,-14898.8,bajando,1
787,246304,mgv1,derecha,rapida,acercar,22.22,-17.34,8255.2,bajando,1
788,246358,mgv1,derecha,rapida,acercar,20.96,-25.16,-156.4,bajando,1
789,246412,mgv1,derecha,rapida,acercar,19.69,-25.5,-6.8,bajando,1
790,246466,mgv1,derecha,rapida,acercar,20.64,19.04,890.8,subiendo,1
791,246520,mgv1,derecha,rapida,acercar,18.73,-38.08,-1142.4,bajando,1
792,246574,mgv1,derecha,rapida,acercar,16.51,-44.54,-129.2,bajando,1
793,246628,mgv1,derecha,rapida,acercar,15.56,-19.04,510,bajando,1
794,246682,mgv1,derecha,rapida,acercar,17.44,37.74,1135.6,subiendo,1
795,246736,mgv1,derecha,rapida,acercar,15.56,-37.74,-1509.6,bajando,1
796,246790,mgv1,derecha,rapida,acercar,13.52,-40.8,-61.2,bajando,1
797,246844,mgv1,derecha,rapida,acercar,12.15,-27.2,272,bajando,1
798,246897,mgv1,derecha,rapida,acercar,11.48,-13.6,272,bajando,1
799,246950,mgv1,derecha,rapida,acercar,10.45,-20.4,-136,bajando,1
800,248129,mgv1,derecha,rapida,acercar,58.8,0,0,estable,1
801,248185,mgv1,derecha,rapida,acercar,59.92,22.44,448.8,subiendo,1
802,248241,mgv1,derecha,rapida,acercar,215.03,3102.16,61594.41,subiendo,1
803,248306,mgv1,derecha,rapida,acercar,205.38,-193.12,-65905.61,bajando,1
804,248371,mgv1,derecha,rapida,acercar,204.54,-16.66,3529.21,bajando,1
805,248436,mgv1,derecha,rapida,acercar,205.02,9.52,523.6,subiendo,1
806,248501,mgv1,derecha,rapida,acercar,205.82,15.98,129.2,subiendo,1
807,248566,mgv1,derecha,rapida,acercar,205,-16.32,-646,bajando,1
808,248631,mgv1,derecha,rapida,acercar,204.97,-0.68,312.79,estable,1
809,248696,mgv1,derecha,rapida,acercar,215.13,203.32,4080,subiendo,1
810,248761,mgv1,derecha,rapida,acercar,215.49,7.14,-3923.6,subiendo,1
811,248826,mgv1,derecha,rapida,acercar,204.53,-219.3,-4528.81,bajando,1
812,248891,mgv1,derecha,rapida,acercar,215.49,219.3,8772.01,subiendo,1
813,248956,mgv1,derecha,rapida,acercar,205,-209.78,-8581.6,bajando,1
814,249021,mgv1,derecha,rapida,acercar,205.84,16.66,4528.8,subiendo,1
815,249086,mgv1,derecha,rapida,acercar,66.79,-2780.86,-55950.39,bajando,1
816,249143,mgv1,derecha,rapida,acercar,59.92,-137.36,52870,bajando,1
817,249199,mgv1,derecha,rapida,acercar,58.26,-33.32,2080.8,bajando,1
818,249255,mgv1,derecha,rapida,acercar,55.4,-57.12,-476,bajando,1
819,249311,mgv1,derecha,rapida,acercar,53.04,-47.26,197.2,bajando,1
820,249367,mgv1,derecha,rapida,acercar,52.55,-9.86,748,bajando,1
821,249423,mgv1,derecha,rapida,acercar,51.51,-20.74,-217.6,bajando,1
822,249479,mgv1,derecha,rapida,acercar,52,9.86,612,subiendo,1
823,249535,mgv1,derecha,rapida,acercar,49.13,-57.46,-1346.4,bajando,1
824,249591,mgv1,derecha,rapida,acercar,47.57,-31.28,523.6,bajando,1
825,249647,mgv1,derecha,rapida,acercar,46.39,-23.46,156.4,bajando,1
826,249702,mgv1,derecha,rapida,acercar,45.99,-8.16,306,bajando,1
827,249757,mgv1,derecha,rapida,acercar,204.93,3179,63743.2,subiendo,1
828,249822,mgv1,derecha,rapida,acercar,205.82,17.68,-63226.4,subiendo,1
829,249887,mgv1,derecha,rapida,acercar,38.98,-3336.76,-67088.8,bajando,1
830,249942,mgv1,derecha,rapida,acercar,37.6,-27.54,66184.4,bajando,1
831,249997,mgv1,derecha,rapida,acercar,216.84,3584.62,72243.2,subiendo,1
832,250062,mgv1,derecha,rapida,acercar,217.24,8.16,-71529.21,subiendo,1
833,250127,mgv1,derecha,rapida,acercar,29.61,-3752.58,-75214.8,bajando,1
834,250181,mgv1,derecha,rapida,acercar,29.09,-10.54,74840.8,bajando,1
835,250235,mgv1,derecha,rapida,acercar,28.83,-5.1,108.8,bajando,1
836,250289,mgv1,derecha,rapida,acercar,24.51,-86.36,-1625.2,bajando,1
837,250343,mgv1,derecha,rapida,acercar,24.51,0,1727.2,estable,1
838,250397,mgv1,derecha,rapida,acercar,21.57,-58.82,-1176.4,bajando,1
839,250451,mgv1,derecha,rapida,acercar,19.67,-38.08,414.8,bajando,1
840,250505,mgv1,derecha,rapida,acercar,18.41,-25.16,258.4,bajando,1
841,250559,mgv1,derecha,rapida,acercar,17.14,-25.5,-6.8,bajando,1
842,250613,mgv1,derecha,rapida,acercar,16.51,-12.58,258.4,bajando,1
843,250667,mgv1,derecha,rapida,acercar,17.14,12.58,503.2,subiendo,1
844,250721,mgv1,derecha,rapida,acercar,116.38,1984.92,39446.8,subiendo,1
845,250781,mgv1,derecha,rapida,acercar,16.83,-1991.04,-79519.2,bajando,1
846,250835,mgv1,derecha,rapida,acercar,12.49,-86.7,38086.8,bajando,1
847,250888,mgv1,derecha,rapida,acercar,11.81,-13.6,1462,bajando,1
848,250941,mgv1,derecha,rapida,acercar,11.14,-13.6,0,bajando,1
849,250994,mgv1,derecha,rapida,acercar,9.44,-34,-408,bajando,1
850,252268,mgv1,derecha,rapida,acercar,216.97,0,0,estable,1
851,252334,mgv1,derecha,rapida,acercar,217.33,7.14,142.8,subiendo,1
852,252399,mgv1,derecha,rapida,acercar,217.38,1.02,-122.41,estable,1
853,252464,mgv1,derecha,rapida,acercar,216.97,-8.16,-183.6,bajando,1
854,252529,mgv1,derecha,rapida,acercar,217.79,16.32,489.61,subiendo,1
855,252595,mgv1,derecha,rapida,acercar,-1,0,-326.4,estable,0
856,252675,mgv1,derecha,rapida,acercar,-1,0,0,estable,0
857,252755,mgv1,derecha,rapida,acercar,-1,0,0,estable,0
858,252835,mgv1,derecha,rapida,acercar,218.64,17,340,subiendo,1
859,252901,mgv1,derecha,rapida,acercar,217.74,-18.02,-700.4,bajando,1
860,252967,mgv1,derecha,rapida,acercar,79.64,-2761.82,-54876,bajando,1
861,253024,mgv1,derecha,rapida,acercar,75.9,-74.8,53740.4,bajando,1
862,253081,mgv1,derecha,rapida,acercar,-1,0,1496,estable,0
863,253161,mgv1,derecha,rapida,acercar,69.51,-127.84,-2556.8,bajando,1
864,253218,mgv1,derecha,rapida,acercar,64.26,-105.06,455.6,bajando,1
865,253274,mgv1,derecha,rapida,acercar,63.29,-19.38,1713.6,bajando,1
866,253330,mgv1,derecha,rapida,acercar,60.62,-53.38,-680,bajando,1
867,253386,mgv1,derecha,rapida,acercar,58.96,-33.32,401.2,bajando,1
868,253442,mgv1,derecha,rapida,acercar,56.61,-46.92,-272,bajando,1
869,253498,mgv1,derecha,rapida,acercar,56.15,-9.18,754.8,bajando,1
870,253554,mgv1,derecha,rapida,acercar,52.85,-65.96,-1135.6,bajando,1
871,253610,mgv1,derecha,rapida,acercar,51.51,-26.86,782,bajando,1
872,253666,mgv1,derecha,rapida,acercar,51.34,-3.4,469.2,bajando,1
873,253722,mgv1,derecha,rapida,acercar,44.59,-134.98,-2631.6,bajando,1
874,253777,mgv1,derecha,rapida,acercar,44.98,7.82,2856,subiendo,1
875,253832,mgv1,derecha,rapida,acercar,39.42,-111.18,-2380,bajando,1
876,253887,mgv1,derecha,rapida,acercar,37.83,-31.96,1584.4,bajando,1
877,253942,mgv1,derecha,rapida,acercar,35.77,-41.14,-183.6,bajando,1
878,253997,mgv1,derecha,rapida,acercar,32.45,-66.3,-503.2,bajando,1
879,254052,mgv1,derecha,rapida,acercar,29.61,-56.78,190.4,bajando,1
880,254106,mgv1,derecha,rapida,acercar,29.09,-10.54,924.8,bajando,1
881,254160,mgv1,derecha,rapida,acercar,217.77,3773.66,75684,subiendo,1
882,254226,mgv1,derecha,rapida,acercar,24.8,-3859.34,-152660,bajando,1
883,254280,mgv1,derecha,rapida,acercar,24.8,0,77186.8,estable,1
884,254334,mgv1,derecha,rapida,acercar,21.27,-70.72,-1414.4,bajando,1
885,254388,mgv1,derecha,rapida,acercar,18.41,-57.12,272,bajando,1
886,254442,mgv1,derecha,rapida,acercar,15.86,-51,122.4,bajando,1
887,254496,mgv1,derecha,rapida,acercar,16.83,19.38,1407.6,subiendo,1
888,254550,mgv1,derecha,rapida,acercar,16.51,-6.46,-516.8,bajando,1
889,254604,mgv1,derecha,rapida,acercar,10.8,-114.24,-2155.6,bajando,1
890,254657,mgv1,derecha,rapida,acercar,10.8,0,2284.8,estable,1
891,254710,mgv1,derecha,rapida,acercar,12.15,27.2,544,subiendo,1
892,254763,mgv1,derecha,rapida,acercar,9.11,-60.86,-1761.2,bajando,1
893,254816,mgv1,derecha,rapida,acercar,9.1,-0.34,1210.4,estable,1
894,254869,mgv1,derecha,rapida,acercar,7.77,-26.52,-523.6,bajando,1
895,254922,mgv1,derecha,rapida,acercar,6.48,-25.84,13.6,bajando,1
896,254975,mgv1,derecha,rapida,acercar,5.2,-25.5,6.8,bajando,1
897,255028,mgv1,derecha,rapida,acercar,6.15,19.04,890.8,subiendo,1
898,255081,mgv1,derecha,rapida,acercar,5.2,-19.04,-761.6,bajando,1
899,255134,mgv1,derecha,rapida,acercar,5.2,0,380.8,estable,1
900,281607,mgv1,derecha,rapida,acercar,89.69,0,0,estable,1
901,281665,mgv1,derecha,rapida,acercar,215.24,2510.9,50218,subiendo,1
902,281730,mgv1,derecha,rapida,acercar,215.25,0.34,-50211.2,estable,1
903,281795,mgv1,derecha,rapida,acercar,215.24,-0.34,-13.6,estable,1
904,281860,mgv1,derecha,rapida,acercar,215.25,0.34,13.6,estable,1
905,281925,mgv1,derecha,rapida,acercar,215.29,0.68,6.8,estable,1
906,281990,mgv1,derecha,rapida,acercar,215.66,7.48,136,subiendo,1
907,282055,mgv1,derecha,rapida,acercar,215.25,-8.16,-312.81,bajando,1
908,282120,mgv1,derecha,rapida,acercar,215.27,0.34,170,estable,1
909,282185,mgv1,derecha,rapida,acercar,80.78,-2689.74,-53801.6,bajando,1
910,282242,mgv1,derecha,rapida,acercar,215.71,2698.58,107766.41,subiendo,1
911,282307,mgv1,derecha,rapida,acercar,75.82,-2797.86,-109928.81,bajando,1
912,282364,mgv1,derecha,rapida,acercar,71.93,-77.86,54400,bajando,1
913,282421,mgv1,derecha,rapida,acercar,217.85,2918.56,59928.39,subiendo,1
914,282487,mgv1,derecha,rapida,acercar,63.27,-3091.62,-120203.59,bajando,1
915,282543,mgv1,derecha,rapida,acercar,61.47,-36.04,61111.6,bajando,1
916,282599,mgv1,derecha,rapida,acercar,59.64,-36.72,-13.6,bajando,1
917,282655,mgv1,derecha,rapida,acercar,57.12,-50.32,-272,bajando,1
918,282711,mgv1,derecha,rapida,acercar,55.05,-41.48,176.8,bajando,1
919,282767,mgv1,derecha,rapida,acercar,52.87,-43.52,-40.8,bajando,1
920,282823,mgv1,derecha,rapida,acercar,53.36,9.86,1067.6,subiendo,1
921,282879,mgv1,derecha,rapida,acercar,49.32,-80.92,-1815.6,bajando,1
922,282935,mgv1,derecha,rapida,acercar,46.78,-50.66,605.2,bajando,1
923,282990,mgv1,derecha,rapida,acercar,46.97,3.74,1088,subiendo,1
924,283045,mgv1,derecha,rapida,acercar,44.39,-51.68,-1108.4,bajando,1
925,283100,mgv1,derecha,rapida,acercar,56.01,232.56,5684.8,subiendo,1
926,283156,mgv1,derecha,rapida,acercar,38.28,-354.62,-11743.6,bajando,1
927,283211,mgv1,derecha,rapida,acercar,38.51,4.42,7180.8,subiendo,1
928,283266,mgv1,derecha,rapida,acercar,35.55,-59.16,-1271.6,bajando,1
929,283321,mgv1,derecha,rapida,acercar,33.49,-41.14,360.4,bajando,1
930,283376,mgv1,derecha,rapida,acercar,29.09,-88.06,-938.4,bajando,1
931,283430,mgv1,derecha,rapida,acercar,27.69,-27.88,1203.6,bajando,1
932,283484,mgv1,derecha,rapida,acercar,25.96,-34.68,-136,bajando,1
933,283538,mgv1,derecha,rapida,acercar,21.57,-87.72,-1060.8,bajando,1
934,283592,mgv1,derecha,rapida,acercar,19.99,-31.62,1122,bajando,1
935,283646,mgv1,derecha,rapida,acercar,18.73,-25.16,129.2,bajando,1
936,283700,mgv1,derecha,rapida,acercar,17.46,-25.5,-6.8,bajando,1
937,283754,mgv1,derecha,rapida,acercar,16.18,-25.5,0,bajando,1
938,283808,mgv1,derecha,rapida,acercar,15.2,-19.72,115.6,bajando,1
939,283862,mgv1,derecha,rapida,acercar,13.18,-40.46,-414.8,bajando,1
940,283915,mgv1,derecha,rapida,acercar,11.48,-34,129.2,bajando,1
941,283968,mgv1,derecha,rapida,acercar,9.44,-40.8,-136,bajando,1
942,284021,mgv1,derecha,rapida,acercar,9.44,0,816,estable,1
943,284074,mgv1,derecha,rapida,acercar,7.77,-33.32,-666.4,bajando,1
944,284127,mgv1,derecha,rapida,acercar,8.09,6.46,795.6,subiendo,1
945,284180,mgv1,derecha,rapida,acercar,7.45,-12.92,-387.6,bajando,1
946,284233,mgv1,derecha,rapida,acercar,6.8,-12.92,0,bajando,1
947,284286,mgv1,derecha,rapida,acercar,6.8,0,258.4,estable,1
948,284339,mgv1,derecha,rapida,acercar,4.88,-38.42,-768.4,bajando,1
949,284392,mgv1,derecha,rapida,acercar,9.45,91.46,2597.6,subiendo,1
950,287209,mgv1,derecha,rapida,acercar,86.75,0,0,estable,1
951,287267,mgv1,derecha,rapida,acercar,90.29,70.72,1414.4,subiendo,1
952,287325,mgv1,derecha,rapida,acercar,215.61,2506.48,48715.2,subiendo,1
953,287390,mgv1,derecha,rapida,acercar,215.24,-7.48,-50279.19,bajando,1
954,287455,mgv1,derecha,rapida,acercar,215.2,-0.68,136,estable,1
955,287520,mgv1,derecha,rapida,acercar,215.24,0.68,27.2,estable,1
956,287585,mgv1,derecha,rapida,acercar,215.17,-1.36,-40.8,estable,1
957,287650,mgv1,derecha,rapida,acercar,215.24,1.36,54.39,estable,1
958,287715,mgv1,derecha,rapida,acercar,215.24,0,-27.2,estable,1
959,287780,mgv1,derecha,rapida,acercar,69.38,-2917.2,-58344,bajando,1
960,287837,mgv1,derecha,rapida,acercar,215.2,2916.52,116674.39,subiendo,1
961,287902,mgv1,derecha,rapida,acercar,60.49,-3094.34,-120217.2,bajando,1
962,287958,mgv1,derecha,rapida,acercar,56.12,-87.38,60139.21,bajando,1
963,288014,mgv1,derecha,rapida,acercar,52.68,-68.68,374,bajando,1
964,288070,mgv1,derecha,rapida,acercar,55.71,60.52,2584,subiendo,1
965,288126,mgv1,derecha,rapida,acercar,44.78,-218.62,-5582.8,bajando,1
966,288181,mgv1,derecha,rapida,acercar,204.6,3196.34,68299.2,subiendo,1
967,288246,mgv1,derecha,rapida,acercar,36.91,-3353.76,-131002,bajando,1
968,288301,mgv1,derecha,rapida,acercar,34.76,-42.84,66218.4,bajando,1
969,288356,mgv1,derecha,rapida,acercar,30.89,-77.52,-693.6,bajando,1
970,288411,mgv1,derecha,rapida,acercar,29.09,-36.04,829.6,bajando,1
971,288465,mgv1,derecha,rapida,acercar,25.38,-74.12,-761.6,bajando,1
972,288519,mgv1,derecha,rapida,acercar,22.2,-63.58,210.8,bajando,1
973,288573,mgv1,derecha,rapida,acercar,19.35,-57.12,129.2,bajando,1
974,288627,mgv1,derecha,rapida,acercar,17.44,-38.08,380.8,bajando,1
975,288681,mgv1,derecha,rapida,acercar,15.86,-31.62,129.2,bajando,1
976,288735,mgv1,derecha,rapida,acercar,13.84,-40.46,-176.8,bajando,1
977,288789,mgv1,derecha,rapida,acercar,12.84,-20.06,408,bajando,1
978,288842,mgv1,derecha,rapida,acercar,12.15,-13.6,129.2,bajando,1
979,288895,mgv1,derecha,rapida,acercar,8.77,-67.66,-1081.2,bajando,1
980,288948,mgv1,derecha,rapida,acercar,9.45,13.6,1625.2,subiendo,1
981,289001,mgv1,derecha,rapida,acercar,9.44,-0.34,-278.8,estable,1
982,289054,mgv1,derecha,rapida,acercar,6.15,-65.62,-1305.6,bajando,1
983,289107,mgv1,derecha,rapida,acercar,5.51,-12.92,1054,bajando,1
984,289160,mgv1,derecha,rapida,acercar,5.83,6.46,387.6,subiendo,1
985,289213,mgv1,derecha,rapida,acercar,6.48,12.92,129.2,subiendo,1
986,289266,mgv1,derecha,rapida,acercar,5.83,-12.92,-516.8,bajando,1
987,289319,mgv1,derecha,rapida,acercar,4.88,-19.04,-122.4,bajando,1
988,289372,mgv1,derecha,rapida,acercar,7.77,57.8,1536.8,subiendo,1
989,289425,mgv1,derecha,rapida,acercar,4.22,-71.06,-2577.2,bajando,1
990,289478,mgv1,derecha,rapida,acercar,4.23,0.34,1428,estable,1
991,289531,mgv1,derecha,rapida,acercar,4.22,-0.34,-13.6,estable,1
992,289584,mgv1,derecha,rapida,acercar,4.22,0,6.8,estable,1
993,289637,mgv1,derecha,rapida,acercar,3.89,-6.46,-129.2,bajando,1
994,289690,mgv1,derecha,rapida,acercar,4.56,13.26,394.4,subiendo,1
995,289743,mgv1,derecha,rapida,acercar,4.54,-0.34,-272,estable,1
996,289796,mgv1,derecha,rapida,acercar,6.48,38.76,782,subiendo,1
997,289849,mgv1,derecha,rapida,acercar,6.15,-6.46,-904.4,bajando,1
998,289902,mgv1,derecha,rapida,acercar,15.86,194.14,4012,subiendo,1
999,289956,mgv1,derecha,rapida,acercar,215.59,3994.66,76010.4,subiendo,1
1000,386064,mgv1,derecha,lenta,alejar,216.68,0,0,estable,1
1001,386130,mgv1,derecha,lenta,alejar,216.7,0.34,6.8,estable,1
1002,386195,mgv1,derecha,lenta,alejar,19.69,-3940.26,-78812,bajando,1
1003,386249,mgv1,derecha,lenta,alejar,-1,0,78805.2,estable,0
1004,386329,mgv1,derecha,lenta,alejar,18.09,-31.96,-639.2,bajando,1
1005,386383,mgv1,derecha,lenta,alejar,19.04,19.04,1020,subiendo,1
1006,386437,mgv1,derecha,lenta,alejar,18.41,-12.58,-632.4,bajando,1
1007,386491,mgv1,derecha,lenta,alejar,-1,0,251.6,estable,0
1008,386571,mgv1,derecha,lenta,alejar,-1,0,0,estable,0
1009,386651,mgv1,derecha,lenta,alejar,-1,0,0,estable,0
1010,386731,mgv1,derecha,lenta,alejar,21.9,69.7,1394,subiendo,1
1011,386785,mgv1,derecha,lenta,alejar,22.8,18.02,-1033.6,subiendo,1
1012,386839,mgv1,derecha,lenta,alejar,25.09,45.9,557.6,subiendo,1
1013,386893,mgv1,derecha,lenta,alejar,26.25,23.12,-455.6,subiendo,1
1014,386947,mgv1,derecha,lenta,alejar,29.87,72.42,986,subiendo,1
1015,387001,mgv1,derecha,lenta,alejar,31.93,41.14,-625.6,subiendo,1
1016,387056,mgv1,derecha,lenta,alejar,216.63,3694.1,73059.2,subiendo,1
1017,387121,mgv1,derecha,lenta,alejar,36.23,-3608.08,-146043.59,bajando,1
1018,387176,mgv1,derecha,lenta,alejar,42.38,123.08,74623.2,subiendo,1
1019,387231,mgv1,derecha,lenta,alejar,42.16,-4.42,-2550,bajando,1
1020,387286,mgv1,derecha,lenta,alejar,44.56,47.94,1047.2,subiendo,1
1021,387341,mgv1,derecha,lenta,alejar,48.35,75.82,557.6,subiendo,1
1022,387397,mgv1,derecha,lenta,alejar,48.76,8.16,-1353.2,subiendo,1
1023,387453,mgv1,derecha,lenta,alejar,50.3,30.94,455.6,subiendo,1
1024,387509,mgv1,derecha,lenta,alejar,53.86,71.06,802.4,subiendo,1
1025,387565,mgv1,derecha,lenta,alejar,54.69,16.66,-1088,subiendo,1
1026,387621,mgv1,derecha,lenta,alejar,55.85,23.12,129.2,subiendo,1
1027,387677,mgv1,derecha,lenta,alejar,57.24,27.88,95.2,subiendo,1
1028,387733,mgv1,derecha,lenta,alejar,58.24,20.06,-156.4,subiendo,1
1029,387789,mgv1,derecha,lenta,alejar,60.21,39.44,387.6,subiendo,1
1030,387845,mgv1,derecha,lenta,alejar,65.64,108.46,1380.4,subiendo,1
1031,387902,mgv1,derecha,lenta,alejar,67.88,44.88,-1271.6,subiendo,1
1032,387959,mgv1,derecha,lenta,alejar,68.87,19.72,-503.2,subiendo,1
1033,388016,mgv1,derecha,lenta,alejar,71.2,46.58,537.2,subiendo,1
1034,388073,mgv1,derecha,lenta,alejar,204.78,2671.72,52502.8,subiendo,1
1035,388138,mgv1,derecha,lenta,alejar,214.85,201.28,-49408.8,subiendo,1
1036,388203,mgv1,derecha,lenta,alejar,214.9,1.02,-4005.19,estable,1
1037,388268,mgv1,derecha,lenta,alejar,204.75,-202.98,-4080,bajando,1
1038,388333,mgv1,derecha,lenta,alejar,205.19,8.84,4236.4,subiendo,1
1039,388398,mgv1,derecha,lenta,alejar,214.85,193.12,3685.6,subiendo,1
1040,388463,mgv1,derecha,lenta,alejar,214.9,1.02,-3841.99,estable,1
1041,388528,mgv1,derecha,lenta,alejar,214.91,0.34,-13.6,estable,1
1042,388593,mgv1,derecha,lenta,alejar,204.76,-202.98,-4066.4,bajando,1
1043,388658,mgv1,derecha,lenta,alejar,214.9,202.64,8112.4,subiendo,1
1044,388723,mgv1,derecha,lenta,alejar,214.9,0,-4052.8,estable,1
1045,388788,mgv1,derecha,lenta,alejar,214.9,0,0,estable,1
1046,388853,mgv1,derecha,lenta,alejar,214.88,-0.34,-6.8,estable,1
1047,388918,mgv1,derecha,lenta,alejar,205.67,-184.28,-3678.8,bajando,1
1048,388983,mgv1,derecha,lenta,alejar,205.21,-9.18,3502,bajando,1
1049,389048,mgv1,derecha,lenta,alejar,214.91,194.14,4066.4,subiendo,1
1050,390665,mgv1,derecha,lenta,alejar,9.79,0,0,estable,1
1051,390718,mgv1,derecha,lenta,alejar,10.8,20.06,401.2,subiendo,1
1052,390771,mgv1,derecha,lenta,alejar,10.11,-13.6,-673.2,bajando,1
1053,390824,mgv1,derecha,lenta,alejar,9.1,-20.4,-136,bajando,1
1054,390877,mgv1,derecha,lenta,alejar,10.45,27.2,952,subiendo,1
1055,390930,mgv1,derecha,lenta,alejar,15.86,108.12,1618.4,subiendo,1
1056,390984,mgv1,derecha,lenta,alejar,12.15,-74.12,-3644.8,bajando,1
1057,391037,mgv1,derecha,lenta,alejar,12.15,0,1482.4,estable,1
1058,391090,mgv1,derecha,lenta,alejar,14.86,54.06,1081.2,subiendo,1
1059,391144,mgv1,derecha,lenta,alejar,15.86,20.06,-680,subiendo,1
1060,391198,mgv1,derecha,lenta,alejar,19.36,70.04,999.6,subiendo,1
1061,391252,mgv1,derecha,lenta,alejar,18.72,-12.92,-1659.2,bajando,1
1062,391306,mgv1,derecha,lenta,alejar,20.94,44.54,1149.2,subiendo,1
1063,391360,mgv1,derecha,lenta,alejar,23.95,60.18,312.8,subiendo,1
1064,391414,mgv1,derecha,lenta,alejar,25.09,22.78,-748,subiendo,1
